link,non_amp_total,non_amp_response,amp_total,amp_response,attempt#
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/this-tiny-italian-town-has-a-dubious-honor-for-president-trump/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/this-tiny-italian-town-has-a-dubious-honor-for-president-trump/,8666,74,1359,109,2
https://www.washingtonpost.com/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/,3251,69,1873,544,0
https://www.washingtonpost.com/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/,1978,64,1515,99,1
https://www.washingtonpost.com/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/,4024,86,1550,137,2
https://www.washingtonpost.com/news/reliable-source/wp/2017/02/07/palm-beach-opera-nixed-mar-a-lago-performance-because-of-security-concerns/,https://www.washingtonpost.com/amphtml/news/reliable-source/wp/2017/02/07/palm-beach-opera-nixed-mar-a-lago-performance-because-of-security-concerns/,3651,504,1670,201,0
https://www.washingtonpost.com/news/reliable-source/wp/2017/02/07/palm-beach-opera-nixed-mar-a-lago-performance-because-of-security-concerns/,https://www.washingtonpost.com/amphtml/news/reliable-source/wp/2017/02/07/palm-beach-opera-nixed-mar-a-lago-performance-because-of-security-concerns/,4544,86,1302,105,1
https://www.washingtonpost.com/news/reliable-source/wp/2017/02/07/palm-beach-opera-nixed-mar-a-lago-performance-because-of-security-concerns/,https://www.washingtonpost.com/amphtml/news/reliable-source/wp/2017/02/07/palm-beach-opera-nixed-mar-a-lago-performance-because-of-security-concerns/,2802,88,6344,203,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/an-officer-had-an-instant-to-shoot-a-threat-or-not-police-want-you-to-watch-him-decide/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/07/an-officer-had-an-instant-to-shoot-a-threat-or-not-police-want-you-to-watch-him-decide/,4373,616,2294,1317,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/an-officer-had-an-instant-to-shoot-a-threat-or-not-police-want-you-to-watch-him-decide/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/07/an-officer-had-an-instant-to-shoot-a-threat-or-not-police-want-you-to-watch-him-decide/,9487,713,1971,1140,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/an-officer-had-an-instant-to-shoot-a-threat-or-not-police-want-you-to-watch-him-decide/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/07/an-officer-had-an-instant-to-shoot-a-threat-or-not-police-want-you-to-watch-him-decide/,4729,87,1629,104,2
https://www.washingtonpost.com/news/grade-point/wp/2017/02/07/i-felt-loved-libyan-student-banned-from-entry-to-the-u-s-was-able-to-return-to-george-mason-university/,https://www.washingtonpost.com/amphtml/news/grade-point/wp/2017/02/07/i-felt-loved-libyan-student-banned-from-entry-to-the-u-s-was-able-to-return-to-george-mason-university/,3542,496,1742,411,0
https://www.washingtonpost.com/news/grade-point/wp/2017/02/07/i-felt-loved-libyan-student-banned-from-entry-to-the-u-s-was-able-to-return-to-george-mason-university/,https://www.washingtonpost.com/amphtml/news/grade-point/wp/2017/02/07/i-felt-loved-libyan-student-banned-from-entry-to-the-u-s-was-able-to-return-to-george-mason-university/,3195,69,1269,102,1
https://www.washingtonpost.com/news/grade-point/wp/2017/02/07/i-felt-loved-libyan-student-banned-from-entry-to-the-u-s-was-able-to-return-to-george-mason-university/,https://www.washingtonpost.com/amphtml/news/grade-point/wp/2017/02/07/i-felt-loved-libyan-student-banned-from-entry-to-the-u-s-was-able-to-return-to-george-mason-university/,3175,76,1285,119,2
https://www.washingtonpost.com/news/fancy-stats/wp/2017/02/07/the-falcons-want-to-pay-mvp-matt-ryan-more-money-its-a-bad-idea/,https://www.washingtonpost.com/amphtml/news/fancy-stats/wp/2017/02/07/the-falcons-want-to-pay-mvp-matt-ryan-more-money-its-a-bad-idea/,4223,489,3973,237,0
https://www.washingtonpost.com/news/fancy-stats/wp/2017/02/07/the-falcons-want-to-pay-mvp-matt-ryan-more-money-its-a-bad-idea/,https://www.washingtonpost.com/amphtml/news/fancy-stats/wp/2017/02/07/the-falcons-want-to-pay-mvp-matt-ryan-more-money-its-a-bad-idea/,14698,312,1722,131,1
https://www.washingtonpost.com/news/fancy-stats/wp/2017/02/07/the-falcons-want-to-pay-mvp-matt-ryan-more-money-its-a-bad-idea/,https://www.washingtonpost.com/amphtml/news/fancy-stats/wp/2017/02/07/the-falcons-want-to-pay-mvp-matt-ryan-more-money-its-a-bad-idea/,7168,66,3976,101,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/patriots-parade-live-new-england-celebrates-as-tom-brady-declares-a-holiday/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/patriots-parade-live-new-england-celebrates-as-tom-brady-declares-a-holiday/,12279,8956,1760,343,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/patriots-parade-live-new-england-celebrates-as-tom-brady-declares-a-holiday/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/patriots-parade-live-new-england-celebrates-as-tom-brady-declares-a-holiday/,3940,85,7317,113,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/patriots-parade-live-new-england-celebrates-as-tom-brady-declares-a-holiday/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/patriots-parade-live-new-england-celebrates-as-tom-brady-declares-a-holiday/,4784,78,1585,122,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/steve-sarkisian-reportedly-is-leaving-alabama-to-become-the-falcons-new-offensive-coordinator/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/steve-sarkisian-reportedly-is-leaving-alabama-to-become-the-falcons-new-offensive-coordinator/,4830,513,1470,471,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/steve-sarkisian-reportedly-is-leaving-alabama-to-become-the-falcons-new-offensive-coordinator/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/steve-sarkisian-reportedly-is-leaving-alabama-to-become-the-falcons-new-offensive-coordinator/,2657,76,1456,114,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/steve-sarkisian-reportedly-is-leaving-alabama-to-become-the-falcons-new-offensive-coordinator/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/steve-sarkisian-reportedly-is-leaving-alabama-to-become-the-falcons-new-offensive-coordinator/,4023,103,1541,97,2
https://www.washingtonpost.com/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/,5104,76,6291,1174,0
https://www.washingtonpost.com/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/,9078,90,1807,135,1
https://www.washingtonpost.com/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/,2863,165,4411,124,2
https://www.washingtonpost.com/news/on-small-business/wp/2017/02/07/does-your-intern-save-your-customers-1-5-million-gigabytes-of-data-a-day-well/,https://www.washingtonpost.com/amphtml/news/on-small-business/wp/2017/02/07/does-your-intern-save-your-customers-1-5-million-gigabytes-of-data-a-day-well/,4294,765,1295,207,0
https://www.washingtonpost.com/news/on-small-business/wp/2017/02/07/does-your-intern-save-your-customers-1-5-million-gigabytes-of-data-a-day-well/,https://www.washingtonpost.com/amphtml/news/on-small-business/wp/2017/02/07/does-your-intern-save-your-customers-1-5-million-gigabytes-of-data-a-day-well/,3373,71,1177,116,1
https://www.washingtonpost.com/news/on-small-business/wp/2017/02/07/does-your-intern-save-your-customers-1-5-million-gigabytes-of-data-a-day-well/,https://www.washingtonpost.com/amphtml/news/on-small-business/wp/2017/02/07/does-your-intern-save-your-customers-1-5-million-gigabytes-of-data-a-day-well/,4162,755,1143,147,2
https://www.washingtonpost.com/news/wonk/wp/2017/02/07/it-looks-like-trump-has-enraged-yet-another-american-industry/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/07/it-looks-like-trump-has-enraged-yet-another-american-industry/,3732,725,4071,394,0
https://www.washingtonpost.com/news/wonk/wp/2017/02/07/it-looks-like-trump-has-enraged-yet-another-american-industry/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/07/it-looks-like-trump-has-enraged-yet-another-american-industry/,2775,84,873,94,1
https://www.washingtonpost.com/news/wonk/wp/2017/02/07/it-looks-like-trump-has-enraged-yet-another-american-industry/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/07/it-looks-like-trump-has-enraged-yet-another-american-industry/,6077,76,945,136,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/two-washingtons-two-day-jobs-and-angry-democrats-back-home-trump-epa-official-juggles-dual-roles/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/two-washingtons-two-day-jobs-and-angry-democrats-back-home-trump-epa-official-juggles-dual-roles/,3935,619,1388,93,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/two-washingtons-two-day-jobs-and-angry-democrats-back-home-trump-epa-official-juggles-dual-roles/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/two-washingtons-two-day-jobs-and-angry-democrats-back-home-trump-epa-official-juggles-dual-roles/,3766,68,1255,126,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/two-washingtons-two-day-jobs-and-angry-democrats-back-home-trump-epa-official-juggles-dual-roles/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/two-washingtons-two-day-jobs-and-angry-democrats-back-home-trump-epa-official-juggles-dual-roles/,2850,95,2109,932,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/postal-service-finances-very-serious-but-solvable-as-bipartisan-action-develops/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/postal-service-finances-very-serious-but-solvable-as-bipartisan-action-develops/,3308,471,852,95,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/postal-service-finances-very-serious-but-solvable-as-bipartisan-action-develops/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/postal-service-finances-very-serious-but-solvable-as-bipartisan-action-develops/,3259,98,2407,677,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/postal-service-finances-very-serious-but-solvable-as-bipartisan-action-develops/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/postal-service-finances-very-serious-but-solvable-as-bipartisan-action-develops/,3074,78,892,92,2
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/newly-renovated-apartments-in-crystal-city-va-ready-for-occupancy/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/newly-renovated-apartments-in-crystal-city-va-ready-for-occupancy/,3584,446,1334,229,0
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/newly-renovated-apartments-in-crystal-city-va-ready-for-occupancy/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/newly-renovated-apartments-in-crystal-city-va-ready-for-occupancy/,6742,68,1675,523,1
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/newly-renovated-apartments-in-crystal-city-va-ready-for-occupancy/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/newly-renovated-apartments-in-crystal-city-va-ready-for-occupancy/,4717,67,1126,101,2
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/how-to-take-care-of-your-house-like-youre-selling-it/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/how-to-take-care-of-your-house-like-youre-selling-it/,4112,470,1221,452,0
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/how-to-take-care-of-your-house-like-youre-selling-it/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/how-to-take-care-of-your-house-like-youre-selling-it/,3311,78,4506,119,1
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/how-to-take-care-of-your-house-like-youre-selling-it/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/how-to-take-care-of-your-house-like-youre-selling-it/,3448,110,1741,108,2
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/how-to-build-a-covered-porch-that-wont-leak/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/how-to-build-a-covered-porch-that-wont-leak/,6006,524,5307,348,0
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/how-to-build-a-covered-porch-that-wont-leak/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/how-to-build-a-covered-porch-that-wont-leak/,4843,79,995,111,1
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/07/how-to-build-a-covered-porch-that-wont-leak/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/07/how-to-build-a-covered-porch-that-wont-leak/,4333,70,1932,130,2
https://www.washingtonpost.com/news/grade-point/wp/2017/02/09/a-hitler-valentines-day-card-was-handed-out-on-campus-university-officials-want-to-know-why/?utm_term=.6ffe6c00673d,https://www.washingtonpost.com/amphtml/news/grade-point/wp/2017/02/09/a-hitler-valentines-day-card-was-handed-out-on-campus-university-officials-want-to-know-why/?utm_term=.6ffe6c00673d,5525,567,1770,447,0
https://www.washingtonpost.com/news/grade-point/wp/2017/02/09/a-hitler-valentines-day-card-was-handed-out-on-campus-university-officials-want-to-know-why/?utm_term=.6ffe6c00673d,https://www.washingtonpost.com/amphtml/news/grade-point/wp/2017/02/09/a-hitler-valentines-day-card-was-handed-out-on-campus-university-officials-want-to-know-why/?utm_term=.6ffe6c00673d,3078,91,1546,97,1
https://www.washingtonpost.com/news/grade-point/wp/2017/02/09/a-hitler-valentines-day-card-was-handed-out-on-campus-university-officials-want-to-know-why/?utm_term=.6ffe6c00673d,https://www.washingtonpost.com/amphtml/news/grade-point/wp/2017/02/09/a-hitler-valentines-day-card-was-handed-out-on-campus-university-officials-want-to-know-why/?utm_term=.6ffe6c00673d,5109,77,1289,97,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/09/mike-pence-didnt-act-on-a-wrongfully-convicted-mans-pardon-request-but-the-new-governor-did/?utm_term=.243a9f08be9f,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/09/mike-pence-didnt-act-on-a-wrongfully-convicted-mans-pardon-request-but-the-new-governor-did/?utm_term=.243a9f08be9f,4217,630,1467,672,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/09/mike-pence-didnt-act-on-a-wrongfully-convicted-mans-pardon-request-but-the-new-governor-did/?utm_term=.243a9f08be9f,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/09/mike-pence-didnt-act-on-a-wrongfully-convicted-mans-pardon-request-but-the-new-governor-did/?utm_term=.243a9f08be9f,1308,56,1329,120,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/09/mike-pence-didnt-act-on-a-wrongfully-convicted-mans-pardon-request-but-the-new-governor-did/?utm_term=.243a9f08be9f,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/09/mike-pence-didnt-act-on-a-wrongfully-convicted-mans-pardon-request-but-the-new-governor-did/?utm_term=.243a9f08be9f,3436,74,1082,131,2
https://www.washingtonpost.com/news/wonk/wp/2017/02/09/interest-in-fascism-surges-in-the-trump-era/?utm_term=.08ae6dfcb819,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/09/interest-in-fascism-surges-in-the-trump-era/?utm_term=.08ae6dfcb819,1165,51,2203,859,0
https://www.washingtonpost.com/news/wonk/wp/2017/02/09/interest-in-fascism-surges-in-the-trump-era/?utm_term=.08ae6dfcb819,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/09/interest-in-fascism-surges-in-the-trump-era/?utm_term=.08ae6dfcb819,6400,852,1407,129,1
