link,non_amp_total,non_amp_response,amp_total,amp_response,attempt#
https://www.washingtonpost.com/news/powerpost/wp/2017/02/03/bipartisan-hill-leaders-warn-white-house-on-whistleblowers/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/03/bipartisan-hill-leaders-warn-white-house-on-whistleblowers/,2482,77,840,99,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/02/trumps-va-pick-shows-agency-under-obama-wasnt-broken-badly-bent-yes/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/02/trumps-va-pick-shows-agency-under-obama-wasnt-broken-badly-bent-yes/,3251,426,2119,442,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/02/trumps-va-pick-shows-agency-under-obama-wasnt-broken-badly-bent-yes/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/02/trumps-va-pick-shows-agency-under-obama-wasnt-broken-badly-bent-yes/,1024,52,864,104,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/02/trumps-va-pick-shows-agency-under-obama-wasnt-broken-badly-bent-yes/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/02/trumps-va-pick-shows-agency-under-obama-wasnt-broken-badly-bent-yes/,3417,76,891,117,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/01/hiring-freeze-closed-governments-front-door-but-left-many-windows-open/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/01/hiring-freeze-closed-governments-front-door-but-left-many-windows-open/,2975,470,1942,283,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/01/hiring-freeze-closed-governments-front-door-but-left-many-windows-open/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/01/hiring-freeze-closed-governments-front-door-but-left-many-windows-open/,3648,77,1818,100,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/01/hiring-freeze-closed-governments-front-door-but-left-many-windows-open/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/01/hiring-freeze-closed-governments-front-door-but-left-many-windows-open/,3399,71,1673,99,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/01/va-will-not-be-privatized-under-my-watch-cabinet-nominee-says-in-clash-with-trump-team/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/01/va-will-not-be-privatized-under-my-watch-cabinet-nominee-says-in-clash-with-trump-team/,3324,420,1134,342,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/01/va-will-not-be-privatized-under-my-watch-cabinet-nominee-says-in-clash-with-trump-team/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/01/va-will-not-be-privatized-under-my-watch-cabinet-nominee-says-in-clash-with-trump-team/,2987,79,860,102,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/01/va-will-not-be-privatized-under-my-watch-cabinet-nominee-says-in-clash-with-trump-team/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/01/va-will-not-be-privatized-under-my-watch-cabinet-nominee-says-in-clash-with-trump-team/,1003,60,1288,531,2
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/four-bedroom-three-bath-single-family-house-in-bowie-lists-for-374900/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/four-bedroom-three-bath-single-family-house-in-bowie-lists-for-374900/,3674,47,1490,362,0
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/four-bedroom-three-bath-single-family-house-in-bowie-lists-for-374900/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/four-bedroom-three-bath-single-family-house-in-bowie-lists-for-374900/,3382,631,1179,113,1
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/four-bedroom-three-bath-single-family-house-in-bowie-lists-for-374900/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/four-bedroom-three-bath-single-family-house-in-bowie-lists-for-374900/,7049,73,2673,186,2
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/whats-hot-and-not-in-the-d-c-area-housing-market/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/whats-hot-and-not-in-the-d-c-area-housing-market/,6169,83,1859,101,0
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/whats-hot-and-not-in-the-d-c-area-housing-market/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/whats-hot-and-not-in-the-d-c-area-housing-market/,4940,433,1180,255,1
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/whats-hot-and-not-in-the-d-c-area-housing-market/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/whats-hot-and-not-in-the-d-c-area-housing-market/,8665,73,872,117,2
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/how-to-remove-your-name-from-a-house-deed-after-a-divorce/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/how-to-remove-your-name-from-a-house-deed-after-a-divorce/,6039,413,1237,511,0
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/how-to-remove-your-name-from-a-house-deed-after-a-divorce/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/how-to-remove-your-name-from-a-house-deed-after-a-divorce/,6570,71,1768,110,1
https://www.washingtonpost.com/news/where-we-live/wp/2017/02/06/how-to-remove-your-name-from-a-house-deed-after-a-divorce/,https://www.washingtonpost.com/amphtml/news/where-we-live/wp/2017/02/06/how-to-remove-your-name-from-a-house-deed-after-a-divorce/,3114,81,942,112,2
https://www.washingtonpost.com/news/reliable-source/wp/2017/02/06/omarosa-and-her-bridesmaids-went-shopping-and-an-ugly-political-scene-erupted/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/reliable-source/wp/2017/02/06/omarosa-and-her-bridesmaids-went-shopping-and-an-ugly-political-scene-erupted/?tid=pm_pop,3618,477,3383,1963,0
https://www.washingtonpost.com/news/reliable-source/wp/2017/02/06/omarosa-and-her-bridesmaids-went-shopping-and-an-ugly-political-scene-erupted/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/reliable-source/wp/2017/02/06/omarosa-and-her-bridesmaids-went-shopping-and-an-ugly-political-scene-erupted/?tid=pm_pop,3158,70,1464,152,1
https://www.washingtonpost.com/news/reliable-source/wp/2017/02/06/omarosa-and-her-bridesmaids-went-shopping-and-an-ugly-political-scene-erupted/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/reliable-source/wp/2017/02/06/omarosa-and-her-bridesmaids-went-shopping-and-an-ugly-political-scene-erupted/?tid=pm_pop,3222,85,1391,132,2
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/07/ex-redskins-player-frank-wycheck-sure-he-has-cte-scared-of-what-comes-next/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/07/ex-redskins-player-frank-wycheck-sure-he-has-cte-scared-of-what-comes-next/,3725,435,1331,90,0
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/07/ex-redskins-player-frank-wycheck-sure-he-has-cte-scared-of-what-comes-next/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/07/ex-redskins-player-frank-wycheck-sure-he-has-cte-scared-of-what-comes-next/,2811,72,2016,731,1
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/07/ex-redskins-player-frank-wycheck-sure-he-has-cte-scared-of-what-comes-next/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/07/ex-redskins-player-frank-wycheck-sure-he-has-cte-scared-of-what-comes-next/,4444,69,2757,135,2
https://www.washingtonpost.com/news/fancy-stats/wp/2017/02/06/statistical-confessions-of-an-alleged-tom-brady-hater/,https://www.washingtonpost.com/amphtml/news/fancy-stats/wp/2017/02/06/statistical-confessions-of-an-alleged-tom-brady-hater/,7355,472,2104,382,0
https://www.washingtonpost.com/news/fancy-stats/wp/2017/02/06/statistical-confessions-of-an-alleged-tom-brady-hater/,https://www.washingtonpost.com/amphtml/news/fancy-stats/wp/2017/02/06/statistical-confessions-of-an-alleged-tom-brady-hater/,3853,438,4110,94,1
https://www.washingtonpost.com/news/fancy-stats/wp/2017/02/06/statistical-confessions-of-an-alleged-tom-brady-hater/,https://www.washingtonpost.com/amphtml/news/fancy-stats/wp/2017/02/06/statistical-confessions-of-an-alleged-tom-brady-hater/,3055,85,4244,123,2
https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/,3681,106,1039,143,0
https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/,7614,85,1021,109,1
https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/,3526,405,964,98,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/president-trumps-simplistic-illogical-worldview-in-one-tweet/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/president-trumps-simplistic-illogical-worldview-in-one-tweet/,3166,65,1742,283,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/president-trumps-simplistic-illogical-worldview-in-one-tweet/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/president-trumps-simplistic-illogical-worldview-in-one-tweet/,4162,486,1207,112,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/president-trumps-simplistic-illogical-worldview-in-one-tweet/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/president-trumps-simplistic-illogical-worldview-in-one-tweet/,3129,77,1216,92,2
https://www.washingtonpost.com/news/education/wp/2017/02/06/senate-democrats-mount-one-last-push-against-betsy-devos/,https://www.washingtonpost.com/amphtml/news/education/wp/2017/02/06/senate-democrats-mount-one-last-push-against-betsy-devos/,4064,481,1009,278,0
https://www.washingtonpost.com/news/education/wp/2017/02/06/senate-democrats-mount-one-last-push-against-betsy-devos/,https://www.washingtonpost.com/amphtml/news/education/wp/2017/02/06/senate-democrats-mount-one-last-push-against-betsy-devos/,3151,80,884,108,1
https://www.washingtonpost.com/news/education/wp/2017/02/06/senate-democrats-mount-one-last-push-against-betsy-devos/,https://www.washingtonpost.com/amphtml/news/education/wp/2017/02/06/senate-democrats-mount-one-last-push-against-betsy-devos/,3063,95,947,126,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/04/company-re-tools-rejected-super-bowl-ad-but-you-can-still-see-the-original/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/04/company-re-tools-rejected-super-bowl-ad-but-you-can-still-see-the-original/,1089,56,1452,137,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/04/company-re-tools-rejected-super-bowl-ad-but-you-can-still-see-the-original/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/04/company-re-tools-rejected-super-bowl-ad-but-you-can-still-see-the-original/,3782,520,1593,136,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/04/company-re-tools-rejected-super-bowl-ad-but-you-can-still-see-the-original/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/04/company-re-tools-rejected-super-bowl-ad-but-you-can-still-see-the-original/,3950,102,1270,115,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/the-five-best-super-bowl-commercials/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/the-five-best-super-bowl-commercials/,3742,507,1845,877,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/the-five-best-super-bowl-commercials/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/the-five-best-super-bowl-commercials/,4754,100,1146,170,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/the-five-best-super-bowl-commercials/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/the-five-best-super-bowl-commercials/,3387,92,1124,153,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/the-five-worst-super-bowl-commercials/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/the-five-worst-super-bowl-commercials/,29011,523,8742,101,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/the-five-worst-super-bowl-commercials/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/the-five-worst-super-bowl-commercials/,33096,86,7353,415,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/the-five-worst-super-bowl-commercials/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/the-five-worst-super-bowl-commercials/,36432,100,11102,109,2
https://www.washingtonpost.com/news/global-opinions/wp/2017/02/06/the-united-states-should-not-abandon-the-yazidi-people/,https://www.washingtonpost.com/amphtml/news/global-opinions/wp/2017/02/06/the-united-states-should-not-abandon-the-yazidi-people/,3044,413,1233,416,0
https://www.washingtonpost.com/news/global-opinions/wp/2017/02/06/the-united-states-should-not-abandon-the-yazidi-people/,https://www.washingtonpost.com/amphtml/news/global-opinions/wp/2017/02/06/the-united-states-should-not-abandon-the-yazidi-people/,3658,75,959,126,1
https://www.washingtonpost.com/news/global-opinions/wp/2017/02/06/the-united-states-should-not-abandon-the-yazidi-people/,https://www.washingtonpost.com/amphtml/news/global-opinions/wp/2017/02/06/the-united-states-should-not-abandon-the-yazidi-people/,3101,67,5251,96,2
https://www.washingtonpost.com/news/democracy-post/wp/2017/02/06/we-cant-let-trump-go-down-putins-path/,https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/02/06/we-cant-let-trump-go-down-putins-path/,3206,509,877,97,0
https://www.washingtonpost.com/news/democracy-post/wp/2017/02/06/we-cant-let-trump-go-down-putins-path/,https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/02/06/we-cant-let-trump-go-down-putins-path/,3068,70,928,117,1
https://www.washingtonpost.com/news/democracy-post/wp/2017/02/06/we-cant-let-trump-go-down-putins-path/,https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/02/06/we-cant-let-trump-go-down-putins-path/,3461,68,917,99,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/,6517,86,6488,96,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/,1029,53,7950,446,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/,6988,85,5464,562,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/,5228,466,12895,487,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/,22306,52,885,96,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/,2868,69,1284,116,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/bill-maher-hosted-tomi-lahren-on-real-time-they-were-both-preaching-to-their-own-choirs/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/bill-maher-hosted-tomi-lahren-on-real-time-they-were-both-preaching-to-their-own-choirs/,3328,520,1203,94,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/bill-maher-hosted-tomi-lahren-on-real-time-they-were-both-preaching-to-their-own-choirs/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/bill-maher-hosted-tomi-lahren-on-real-time-they-were-both-preaching-to-their-own-choirs/,3172,74,2325,726,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/bill-maher-hosted-tomi-lahren-on-real-time-they-were-both-preaching-to-their-own-choirs/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/bill-maher-hosted-tomi-lahren-on-real-time-they-were-both-preaching-to-their-own-choirs/,3124,66,1112,88,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/?tid=pm_pop,1846,67,845,99,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/?tid=pm_pop,8458,4024,1209,326,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/kellyanne-conways-bowling-green-massacre-wasnt-a-slip-of-the-tongue-shes-said-it-before/?tid=pm_pop,4389,66,6808,106,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/?tid=pm_pop,3153,71,1663,114,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/?tid=pm_pop,2817,85,1556,99,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/?tid=pm_pop,4688,78,1304,117,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?tid=pm_pop,1991,53,4748,99,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?tid=pm_pop,3560,146,1224,100,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?tid=pm_pop,3072,71,1353,97,2
https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/02/06/daily-202-the-most-political-super-bowl-ever/5897e601e9b69b1406c75c86/,https://www.washingtonpost.com/amphtml/news/powerpost/paloma/daily-202/2017/02/06/daily-202-the-most-political-super-bowl-ever/5897e601e9b69b1406c75c86/,11754,456,4893,3292,0
https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/02/06/daily-202-the-most-political-super-bowl-ever/5897e601e9b69b1406c75c86/,https://www.washingtonpost.com/amphtml/news/powerpost/paloma/daily-202/2017/02/06/daily-202-the-most-political-super-bowl-ever/5897e601e9b69b1406c75c86/,8835,91,1548,151,1
https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/02/06/daily-202-the-most-political-super-bowl-ever/5897e601e9b69b1406c75c86/,https://www.washingtonpost.com/amphtml/news/powerpost/paloma/daily-202/2017/02/06/daily-202-the-most-political-super-bowl-ever/5897e601e9b69b1406c75c86/,6815,61,1522,135,2
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/trump-warns-anew-against-attacks-by-radical-islamic-terrorists-as-he-visits-centcom/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/trump-warns-anew-against-attacks-by-radical-islamic-terrorists-as-he-visits-centcom/,5985,434,2376,652,0
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/trump-warns-anew-against-attacks-by-radical-islamic-terrorists-as-he-visits-centcom/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/trump-warns-anew-against-attacks-by-radical-islamic-terrorists-as-he-visits-centcom/,4835,144,858,94,1
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/trump-warns-anew-against-attacks-by-radical-islamic-terrorists-as-he-visits-centcom/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/trump-warns-anew-against-attacks-by-radical-islamic-terrorists-as-he-visits-centcom/,3838,73,1860,121,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/donald-trumps-suggestion-that-the-media-is-covering-up-terrorist-attacks-is-genuinely-dangerous/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/donald-trumps-suggestion-that-the-media-is-covering-up-terrorist-attacks-is-genuinely-dangerous/,3671,486,1589,339,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/donald-trumps-suggestion-that-the-media-is-covering-up-terrorist-attacks-is-genuinely-dangerous/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/donald-trumps-suggestion-that-the-media-is-covering-up-terrorist-attacks-is-genuinely-dangerous/,4525,87,1257,100,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/donald-trumps-suggestion-that-the-media-is-covering-up-terrorist-attacks-is-genuinely-dangerous/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/donald-trumps-suggestion-that-the-media-is-covering-up-terrorist-attacks-is-genuinely-dangerous/,16016,98,1298,127,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/after-this-extraordinary-intervention-president-trump-probably-wont-be-addressing-british-lawmakers-during-his-state-visit/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/after-this-extraordinary-intervention-president-trump-probably-wont-be-addressing-british-lawmakers-during-his-state-visit/,4993,425,1357,571,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/after-this-extraordinary-intervention-president-trump-probably-wont-be-addressing-british-lawmakers-during-his-state-visit/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/after-this-extraordinary-intervention-president-trump-probably-wont-be-addressing-british-lawmakers-during-his-state-visit/,2004,49,890,112,1
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/after-this-extraordinary-intervention-president-trump-probably-wont-be-addressing-british-lawmakers-during-his-state-visit/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/after-this-extraordinary-intervention-president-trump-probably-wont-be-addressing-british-lawmakers-during-his-state-visit/,3113,70,872,112,2
https://www.washingtonpost.com/news/answer-sheet/wp/2017/02/06/new-nevada-teachers-wont-have-to-know-u-s-constitution-if-this-bill-becomes-law/,https://www.washingtonpost.com/amphtml/news/answer-sheet/wp/2017/02/06/new-nevada-teachers-wont-have-to-know-u-s-constitution-if-this-bill-becomes-law/,3381,581,1110,338,0
https://www.washingtonpost.com/news/answer-sheet/wp/2017/02/06/new-nevada-teachers-wont-have-to-know-u-s-constitution-if-this-bill-becomes-law/,https://www.washingtonpost.com/amphtml/news/answer-sheet/wp/2017/02/06/new-nevada-teachers-wont-have-to-know-u-s-constitution-if-this-bill-becomes-law/,3016,74,3860,156,1
https://www.washingtonpost.com/news/answer-sheet/wp/2017/02/06/new-nevada-teachers-wont-have-to-know-u-s-constitution-if-this-bill-becomes-law/,https://www.washingtonpost.com/amphtml/news/answer-sheet/wp/2017/02/06/new-nevada-teachers-wont-have-to-know-u-s-constitution-if-this-bill-becomes-law/,2829,72,890,103,2
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/06/she-wants-to-play-basketball-with-the-boys-her-catholic-school-said-no-then-expelled-her-when-her-parents-sued/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/06/she-wants-to-play-basketball-with-the-boys-her-catholic-school-said-no-then-expelled-her-when-her-parents-sued/,3976,676,1654,262,0
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/06/she-wants-to-play-basketball-with-the-boys-her-catholic-school-said-no-then-expelled-her-when-her-parents-sued/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/06/she-wants-to-play-basketball-with-the-boys-her-catholic-school-said-no-then-expelled-her-when-her-parents-sued/,4450,72,1111,124,1
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/06/she-wants-to-play-basketball-with-the-boys-her-catholic-school-said-no-then-expelled-her-when-her-parents-sued/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/06/she-wants-to-play-basketball-with-the-boys-her-catholic-school-said-no-then-expelled-her-when-her-parents-sued/,3195,74,1231,113,2
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/terps-let-chance-slip-away-but-premature-celebration-has-vcu-moving-up-in-atlantic-11/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/terps-let-chance-slip-away-but-premature-celebration-has-vcu-moving-up-in-atlantic-11/,4974,498,2054,899,0
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/terps-let-chance-slip-away-but-premature-celebration-has-vcu-moving-up-in-atlantic-11/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/terps-let-chance-slip-away-but-premature-celebration-has-vcu-moving-up-in-atlantic-11/,3881,75,1263,93,1
